message_id,response_id,rating,,
dtpzwiz,dtqm6hg,0,,
dtpw4y0,dtpxswv,-2,,
dtpw4y0,dtq40oq,1,,
dtpw4y0,dtq44bh,1,,
dtpw4y0,dtq4kya,1,,
dtpw4y0,dtq6e7a,1,,
dtpw4y0,dtq7fnw,1,,
dtpw4y0,dtq8h7i,1,,
dtpw4y0,dtq8hp1,0,,
dtpw4y0,dtq9e0k,0,,
dtpw4y0,dtq9gqb,1,,
dtpw4y0,dtq9jrz,1,,
dtpw4y0,dtq9llr,0,,
dtpw4y0,dtq9mmw,1,,
dtpw4y0,dtq9ngp,-1,,
dtpw4y0,dtq9r2o,1,,
dtpw4y0,dtq9wk1,1,,
dtpw4y0,dtq9x2a,1,,
dtpw4y0,dtq9z0v,1,,
dtpw4y0,dtqa5c1,0,,
dtpw4y0,dtqa64h,0,,
dtpw4y0,dtqa9c7,-1,,
dtpw4y0,dtqa9lg,1,,
dtpw4y0,dtqaeiv,1,,
dtpw4y0,dtqah21,1,,
dtpw4y0,dtqahzb,1,,
dtpw4y0,dtqaifu,1,,
dtpw4y0,dtqatlw,0,,
dtpw4y0,dtqayxg,2,,
dtpw4y0,dtqb9wd,1,,
dtpw4y0,dtqbd2f,1,,
dtpw4y0,dtqbehg,0,,
dtpw4y0,dtqbtfr,1,,
dtpw4y0,dtqbuw8,1,,
dtpw4y0,dtqbxrs,1,,
dtpw4y0,dtqbzew,1,,
dtpw4y0,dtqc0h1,-2,,
dtpw4y0,dtqcai4,1,,
dtpw4y0,dtqcdig,-1,,
dtpw4y0,dtqcopn,0,,
dtpw4y0,dtqcsdc,0,,
dtpw4y0,dtqcwto,1,,
dtpw4y0,dtqd0xm,-1,,
dtpw4y0,dtqd2eq,0,,
dtpw4y0,dtqd7m6,0,,
dtpw4y0,dtqdbkf,1,,
dtpw4y0,dtqdn5g,-1,,
dtpw4y0,dtqdpjj,-1,,
dtpw4y0,dtqduir,1,,
dtpw4y0,dtqdujb,0,,
dtpw4y0,dtqe407,0,,
dtq1zls,dtq23bo,1,,
dtq1zls,dtq24rq,2,,
dtq1zls,dtq617y,2,,
dtq1zls,dtq6dqa,2,,
dtq1zls,dtq72sq,1,,
dtq1zls,dtqaxxo,1,,
dtq1zls,dtqbd44,1,,
dtq1zls,dtqcqs5,1,,
dtq1zls,dtqdppc,1,,
dtq1zls,dtqf4u8,0,,
dtq1zls,dtqfu1q,1,,
dtq1zls,dtqg3dz,1,,
dtq1zls,dtqiiek,1,,
dtq1zls,dtqix5p,1,,
dtq1zls,dtqm0vf,1,,
dtq1zls,dtqo13t,1,,
dtq1zls,dtqpv81,0,,
dtq1zls,dtqrc2x,1,,
dtq1zls,dtqs0j9,1,,
dtq1zls,dtqxe3v,0,,
dtq1zls,dtqylpd,-2,,
dtq1zls,dtqzs6m,1,,
dtq1zls,dtr33wn,1,,
dtq1zls,dtr3er4,1,,
dtq1zls,dtr86d6,1,,
dtq1zls,dtrabes,1,,
dtq1zls,dtrcytk,1,,
dtq1zls,dtrepu6,-1,,
dtq1zls,dtrs30c,1,,
dtq1zls,dtr6n6h,0,,
dtq1zls,dtqy5lg,0,,
dtq1zls,dtqgice,1,,
dtq1zls,dtqoa7a,1,,
dtq1zls,dtqaba9,1,,
dtq1zls,dtqo04d,1,,
dtq1zls,dtqv3k5,1,,
dtq1zls,dtqwsol,1,,
dtq1zls,dtqyrgm,1,,
dtq1zls,dtr5ymb,1,,
dtq1zls,dtra73r,1,,
dtq1zls,dtrawit,1,,
dtq1zls,dtrevfd,1,,
dtq1zls,dtrpfh6,1,,
dtq1zls,dttwaue,1,,
dtq1zls,dtuhvmy,1,,
dtq1zls,dtq6ota,0,,
dtq1zls,dtqzuf2,1,,
dtq1zls,dtqqe6l,1,,
dtq1zls,dtqgoye,-1,,
dtq1zls,dtq4728,1,,
dtq3zps,dtq88wq,1,,
dtq3zps,dtqbqhe,1,,
dtq3zps,dtqdrji,1,,
dtq3zps,dtqgdx6,1,,
dtq3zps,dtqhfqz,1,,
dtq3zps,dtqiuac,1,,
dtq3zps,dtqjhay,1,,
dtq3zps,dtqo1dh,-1,,
dtq3zps,dtqo4nl,0,,
dtq3zps,dtqo7qc,1,,
dtq3zps,dtr5oxb,1,,
dtq3zps,dtr5qe9,0,,
dtq3zps,dtr8sjh,-1,,
dtq3zps,dtrap32,-1,,
dtq3zps,dtrcgvl,1,,
dtq3zps,dtrdog5,1,,
dtq3zps,dtrh9j9,1,,
dtq3zps,dtrhzmp,1,,
dtq3zps,dtrlska,1,,
dtq3zps,dtrpmxf,1,,
dtq3zps,dtrrode,1,,
dtq3zps,dtrt4zk,1,,
dtq3zps,dtqgs7u,0,,
dtq3zps,dtqicdc,1,,
dtq3zps,dtqii1r,1,,
dtq3zps,dtql749,1,,
dtq3zps,dtqwd5w,0,,
dtq3zps,dtqzcmy,0,,
dtq3zps,dtr1j2f,0,,
dtq3zps,dtr2l63,1,,
dtq3zps,dtrotbi,1,,
dtq3zps,dtsab3v,0,,
dtq3zps,dtrxq0d,1,,
dtq3zps,dtrli77,0,,
dtq3zps,dtrevlw,0,,
dtq3zps,dtrdm55,1,,
dtq3zps,dtr95um,1,,
dtq3zps,dtqph4c,1,,
dtq3zps,dtqnkyl,1,,
dtq3zps,dtqmful,1,,
dtq3zps,dtqknin,1,,
dtq3zps,dtr9rad,0,,
dtq3zps,dtqr8as,1,,
dtq3zps,dtrvfpy,1,,
dtq3zps,dtq7m6h,-2,,
dtq3zps,dtqegp0,-2,,
dtq3zps,dtqeruz,-2,,
dtq3zps,dtqeruz,-2,,
dtq3zps,dtq5z7h,-2,,
dtq3zps,dtqoh56,-2,,
dtq3zwd,dtq70hi,-2,,
dtq3zwd,dtrv65p,-1,,
dtq3zwd,dtrupuh,1,,
dtq3zwd,dtq6iad,1,,
dtq3zwd,dtqaow9,1,,
dtq3zwd,dtqcm4d,-1,,
dtq3zwd,dtqeiw5,1,,
dtq3zwd,dtqn7pc,1,,
dtq3zwd,dtq8mwg,1,,
dtq3zwd,dtqff17,1,,
dtq3zwd,dtqfmxj,1,,
dtq3zwd,dtqfvsk,1,,
dtq3zwd,dtqgi64,1,,
dtq3zwd,dtqh6bc,0,,
dtq3zwd,dtqmn7m,0,,
dtq3zwd,dtqh409,0,,
dtq3zwd,dtqhgwn,-2,,
dtq3zwd,dtqi1ez,0,,
dtq3zwd,dtqlomv,-1,,
dtq3zwd,dtqn7t9,-1,,
dtq3zwd,dtqnua0,-1,,
dtq3zwd,dtqp5gi,1,,
dtq3zwd,dtqp7zd,0,,
dtq3zwd,dtrg6tm,0,,
dtq3zwd,dtqpva2,1,,
dtq3zwd,dtqqd3r,0,,
dtq3zwd,dtqrclm,0,,
dtq3zwd,dtqrg6k,0,,
dtq3zwd,dtqtp57,0,,
dtq3zwd,dtqttzv,0,,
dtq3zwd,dtqy9aw,1,,
dtq3zwd,dtranej,1,,
dtq3zwd,dtqz2rt,1,,
dtq3zwd,dtqz9il,1,,
dtq3zwd,dtr2ban,1,,
dtq3zwd,dtr3x0d,0,,
dtq3zwd,dtr5g1l,1,,
dtq3zwd,dtr80p2,1,,
dtq3zwd,dtrc6op,-1,,
dtq3zwd,dtri0lf,1,,
dtq3zwd,dtrih82,1,,
dtq3zwd,dtruc3i,1,,
dtq3zwd,dtrv3li,1,,
dtq3zwd,dtrupuh,1,,
dtq3zwd,dttwryz,0,,
dtq3zwd,dtq5l48,1,,
dtq3zwd,dtq5z7h,0,,
dtq3zwd,dtq639k,0,,
dtq3zwd,dtrn4fi,-2,,
dtq3zwd,dtqupo4,-2,,
dtr8i65,dtr9d1h,1,,
dtr8i65,dtr9ly2,1,,
dtr8i65,dtr9naj,1,,
dtr8i65,dtr9zy0,1,,
dtr8i65,dtra7fl,1,,
dtr8i65,dtrale3,0,,
dtr8i65,dtrcmxa,1,,
dtr8i65,dtrdbkm,1,,
dtr8i65,dtrdw3w,1,,
dtr8i65,dtre58t,1,,
dtr8i65,dtreg8z,1,,
dtr8i65,dtrewre,1,,
dtr8i65,dtrfrvy,1,,
dtr8i65,dtrsctm,1,,
dtr8i65,dtrg2ay,1,,
dtr8i65,dtrgxzc,1,,
dtr8i65,dtrh5rd,1,,
dtr8i65,dtricxb,1,,
dtr8i65,dtriszc,1,,
dtr8i65,dtrjvvh,1,,
dtr8i65,dtrlhuj,0,,
dtr8i65,dtrln5a,1,,
dtr8i65,dtrm3yg,1,,
dtr8i65,dtrmm6f,1,,
dtr8i65,dtrnnx4,1,,
dtr8i65,dtrnvah,0,,
dtr8i65,dtror2n,1,,
dtr8i65,dtroy34,1,,
dtr8i65,dtrozps,1,,
dtr8i65,dtrqf09,1,,
dtr8i65,dtrqhr8,1,,
dtr8i65,dtrqiq4,1,,
dtr8i65,dtrr6an,1,,
dtr8i65,dtrs8l2,1,,
dtr8i65,dtrsp64,1,,
dtr8i65,dtrt2h4,1,,
dtr8i65,dtruob3,2,,
dtr8i65,dtrw3h9,1,,
dtr8i65,dtrw6tg,0,,
dtr8i65,dtrwmiz,1,,
dtr8i65,dtrwpdm,1,,
dtr8i65,dtrxosq,1,,
dtr8i65,dtrxy24,1,,
dtr8i65,dtrz298,1,,
dtr8i65,dts01m7,1,,
dtr8i65,dts1j1b,1,,
dtr8i65,dts85lw,1,,
dtr8i65,dtsb75p,1,,
dtr8i65,dtses1f,1,,
dtr8i65,dtsules,-1,,
